    3414,   18.355,    0.622,   33.542,   28.892,   14.505
   11821,   96.402,    2.294,  343.592,  342.310,  173.636
    2621,    4.774,    0.420,    3.122,   16.681,    8.459
    8929,   54.894,    1.680,  199.581,  195.995,  100.682
   13858,  134.118,    2.655,  474.216,  470.355,  237.284
    5521,   21.210,    0.987,   25.008,   75.300,   38.795
   13455,  127.073,    2.574,  460.200,  474.842,  236.398
    2653,    5.798,    0.771,    3.199,   18.531,    8.967
   13712,  136.778,    2.650,  477.153,  458.064,  241.312
    6472,   29.879,    1.345,   90.466,  105.952,   54.337
    6371,   29.432,    1.782,   90.259,  104.684,   51.370
    7997,   44.575,    1.514,  142.550,  159.767,   80.445
    1705,    2.395,    0.404,    9.209,    7.418,    3.628
    6298,   27.449,    1.539,  104.314,   97.866,   49.083
    9360,   60.195,    1.753,  218.611,  212.750,  108.070
    8353,   47.674,    1.535,  174.958,  171.396,   85.738
    2323,    3.771,    0.345,    2.201,   15.637,    6.673
    9410,   60.231,    1.787,  220.836,  216.267,  109.259
   15235,  159.933,    2.908,  566.218,  564.187,  288.595
    4791,   16.198,    0.828,    4.456,   62.676,   28.675
    3156,    7.139,    0.539,    2.919,   24.141,   12.298
   12259,  104.321,    2.329,  371.311,  367.839,  185.656
   14289,  140.101,    2.693,  499.504,  502.143,  251.484
   10263,   73.178,    1.926,   10.245,  305.221,  130.077
    1634,    1.888,    0.232,    1.440,    6.468,    3.325
    7853,   42.434,    1.521,  155.292,  150.572,   76.442
    1957,    2.661,    0.296,    1.724,    9.321,    4.723
    9741,   64.885,    1.844,  236.001,  230.094,  117.497
    2354,    3.783,    0.373,    2.420,   13.537,    7.566
   10549,   76.839,    2.023,  274.459,  270.367,  136.447
   14077,  135.856,    2.738,  484.322,  482.052,  243.978
    9643,   63.355,    1.802,  239.835,  226.860,  114.174
    3466,    8.228,    0.576,    5.242,   29.442,   14.915
    4463,   13.956,    0.788,   27.225,   48.843,   24.442
    5806,   22.985,    1.052,   23.329,   82.592,   41.892
   12819,  113.072,    2.433,  402.031,  401.004,  202.385
    4297,   12.715,    0.734,    4.014,   44.775,   22.770
    5986,   24.443,    1.078,   70.104,   87.216,   45.423
   14901,  152.480,    2.870,  539.110,  540.994,  275.312
   10740,   78.983,    2.033,  285.303,  281.850,  143.665
    9086,   57.112,    1.664,  204.934,  202.383,  102.244
    7769,   41.479,    1.419,  151.671,  147.469,   74.853
    7084,   34.328,    1.287,  127.130,  122.376,   62.124
    5434,   20.356,    0.983,   76.271,   71.898,   36.560
    4072,   12.034,    0.708,   43.899,   40.224,   20.393
    5434,   19.901,    0.972,   76.890,   71.340,   36.279
   13441,  124.062,    2.589,  440.654,  438.074,  223.647
   11886,   98.223,    2.253,  346.079,  346.883,  174.221
    5393,   19.825,    0.924,   76.070,   70.812,   35.869
   12593,  113.950,    2.408,  388.249,  387.203,  199.487
   12013,   99.434,    2.269,  353.471,  354.424,  177.733
    4200,   12.271,    0.705,   46.675,   42.798,   21.666
   12646,  110.119,    2.410,  393.321,  388.898,  197.560
    3357,    7.769,    0.579,    3.432,   31.377,   13.855
   12974,  116.631,    2.502,  413.404,  411.478,  207.121
   14008,  134.715,    2.650,  479.738,  491.732,  247.175
   10498,   75.834,    1.976,    8.971,  323.065,  136.967
   14790,  151.716,    2.826,  318.558,  536.446,  270.940
    4379,   12.897,    0.714,    4.279,   47.422,   23.599
   11362,   88.907,    2.206,  318.319,  316.352,  159.750
   14607,  146.233,    2.807,  521.784,  520.672,  264.347
    3305,    7.548,    0.509,   29.897,   26.473,   14.290
    7390,   45.367,    1.351,  137.517,  133.017,   67.965
   11371,   89.658,    2.161,  316.569,  316.178,  160.470
    8319,   47.954,    1.524,  173.310,  169.402,   85.134
    5790,   23.144,    1.028,   86.629,   82.164,   41.643
    4216,   12.386,    0.821,   47.956,   43.840,   22.313
   14078,  136.078,    2.691,  483.420,  481.683,  246.325
    8968,   55.680,    1.773,  201.814,  197.763,  100.069
    7757,   41.874,    1.422,   78.377,  147.912,   74.189
    6494,   29.045,    1.179,   45.644,  116.648,   51.966
   14688,  147.120,    2.806,  527.828,  526.067,  267.112
   13409,  123.783,    2.562,  446.052,  444.239,  222.679
   10334,   73.620,    1.925,  270.717,  261.735,  136.171
    6877,   33.151,    1.239,  119.522,  115.704,   58.278
    1163,    0.945,    0.157,    1.003,    3.299,    1.680
    6015,   24.767,    1.085,   93.002,   87.442,   45.037
   14424,  145.832,    2.777,  506.991,  506.169,  257.736
    7348,   37.670,    1.348,  135.527,  131.993,   66.552
    3199,    7.585,    0.529,   28.175,   24.731,   12.668
   15817,  171.074,    3.020,  606.763,  608.776,  308.375
    5063,   17.471,    0.879,    5.397,   67.687,   31.499
    6525,   29.513,    1.196,   54.474,  103.910,   52.340
   13024,  117.213,    2.597,  414.137,  415.955,  212.220
   11013,   84.277,    2.089,  302.433,  300.455,  150.270
    5626,   22.126,    0.982,   83.515,   78.624,   39.731
   15506,  168.779,    2.982,  592.518,  592.282,  298.332
    3294,    7.383,    0.524,    3.359,   26.538,   13.342
    1795,    2.256,    0.286,    9.951,    7.792,    4.000
    4182,   12.079,    0.734,   46.621,   42.814,   21.510
    1795,    2.294,    0.305,    6.036,    7.847,    3.975
    4256,   12.511,    0.774,   48.414,   44.020,   22.261
    4182,   12.087,    0.737,   46.867,   42.715,   21.556
    1795,    2.297,    0.280,    6.163,    7.844,    3.999
    4182,   12.059,    0.738,   46.671,   42.798,   21.508
    4256,   12.390,    0.776,   48.217,   44.028,   22.420
   12098,  100.580,    2.315,  360.568,  357.965,  180.425
   15638,  169.384,    2.996,  597.094,  599.493,  301.030
    9042,   56.220,    1.627,  203.972,  199.962,  101.831
    1824,    2.346,    0.286,    2.020,    8.084,    4.381
   11179,   85.993,    2.123,  309.209,  305.026,  154.767
   11669,   94.570,    2.221,  338.010,  334.842,  169.204
    7516,   38.731,    1.349,   35.455,  138.665,   70.101
    3685,    9.686,    0.621,    3.806,   32.891,   16.750
   14834,  153.143,    2.874,  538.944,  537.323,  271.950
   14377,  143.470,    2.741,  506.904,  512.342,  255.629
    3754,   10.187,    0.567,    3.926,   38.623,   17.319
   12677,  113.945,    2.438,  395.879,  392.489,  198.527
   10075,   71.218,    1.921,  251.112,  251.047,  124.986
   11018,   84.353,    2.072,  302.103,  303.100,  150.852
    6373,   28.934,    1.140,  105.478,  101.287,   50.494
   10901,   83.444,    2.385,  294.922,  289.355,  147.069
    8914,   55.794,    1.644,  199.162,  196.413,   98.688
    9549,   64.428,    1.866,  227.442,  229.575,  116.515
   14740,  149.601,    2.824,  534.365,  531.967,  270.153
    8957,   55.203,    1.638,  202.325,  195.747,   98.595
   13586,  127.152,    2.598,  450.799,  447.630,  226.809
    6631,   30.715,    1.208,  112.723,  107.768,   54.347
    2898,    5.890,    0.477,    2.990,   20.320,   10.331
    4514,   14.177,    0.790,   53.737,   49.367,   25.008
   10537,   74.901,    2.229,  273.736,  270.077,  136.499
    4514,   14.329,    0.785,   54.025,   49.782,   25.169
   15430,  162.576,    2.952,  582.072,  580.473,  295.880
    9990,   69.899,    1.877,  247.671,  250.364,  123.662
   15866,  174.294,    3.025,  698.173,  687.571,  322.847
   14249,  146.636,    2.718,   14.060,  550.328,  251.215
    6473,   29.736,    1.124,   73.057,  104.047,   51.774
    2032,    2.786,    0.333,    1.990,   10.069,    5.094
   13167,  123.247,    2.533,  426.570,  422.648,  215.605
    1914,    2.597,    0.272,    2.045,    8.911,    4.523
    6392,   28.131,    1.170,  106.538,  100.160,   50.340
    1927,    2.614,    0.286,   11.286,    9.183,    4.826
    1821,    2.387,    0.309,    1.964,    8.443,    4.093
   11709,   95.446,    2.224,  336.864,  335.395,  169.240
    1821,    6.407,    0.665,    4.513,   10.584,    4.115
    2768,    5.437,    0.481,    2.731,   19.038,    9.439
   15063,  156.474,    2.902,  557.602,  552.422,  279.124
    2768,    5.346,    0.428,    2.678,   19.084,    9.472
   14290,  140.850,    2.724,  507.872,  504.792,  254.859
   15757,  172.283,    3.416,  613.760,  610.362,  306.976
    6414,   28.828,    1.110,  105.614,  101.783,   52.225
    1492,    4.063,    0.532,    4.125,    7.805,    4.380
    2074,    3.017,    0.351,   13.662,   11.111,    5.663
    1492,    1.565,    0.252,    7.191,    5.444,    2.776
    3869,   10.455,    0.680,   40.518,   36.151,   19.210
    2074,    2.992,    0.351,   12.755,   10.392,    5.306
    6969,   33.498,    1.287,  123.003,  119.633,   59.868
    1492,    1.565,    0.228,    1.602,    5.413,    2.776
    3869,   10.444,    0.680,   42.380,   36.225,   18.523
    1492,    1.589,    0.247,    7.192,    5.425,    2.756
